,id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,mean_year_price_off_peak_var,mean_year_price_peak_var,mean_year_price_mid_peak_var,mean_year_price_off_peak_fix,mean_year_price_peak_fix,mean_year_price_mid_peak_fix,mean_year_price_off_peak,mean_year_price_peak,mean_year_price_mid_peak,mean_6m_price_off_peak_var,mean_6m_price_peak_var,mean_6m_price_mid_peak_var,mean_6m_price_off_peak_fix,mean_6m_price_peak_fix,mean_6m_price_mid_peak_fix,mean_6m_price_off_peak,mean_6m_price_peak,mean_6m_price_mid_peak,mean_3m_price_off_peak_var,mean_3m_price_peak_var,mean_3m_price_mid_peak_var,mean_3m_price_off_peak_fix,mean_3m_price_peak_fix,mean_3m_price_mid_peak_fix,mean_3m_price_off_peak,mean_3m_price_peak,mean_3m_price_mid_peak,churn
10,389bbbe70248fbeecdf9bb1bd0d1da04,foosdfpfkusacimwkcsosbicdxkicaua,3584,0,322,2010-11-17,2016-11-17,2010-11-17,2015-11-18,379.83,322,0.0,145.98,0.1152369999999999,0.100123,41.1052014,f,32.61,57.72,57.72,1,38.76,5,lxidpiddsbxsbosboudacockeimpuepw,23.1,0.12406833333333334,0.10373441666666666,0.07352883333333333,40.6212142,24.389391840000002,16.27348306,40.74528253333333,24.493126256666667,16.347011893333335,0.12057066666666666,0.10204083333333334,0.07357066666666666,40.6764584,24.43920344,16.32057836,40.79702906666667,24.541244273333334,16.394149026666664,0.1188215,0.10152,0.073819,40.897429200000005,24.63845424,16.50896916,41.01625070000001,24.739974240000002,16.58278816,1
11,7287dad2f1f535d03435ea7c78b557c4,MISSING,7950,0,1100,2009-10-01,2016-10-01,2009-10-01,2015-10-02,856.81,1100,0.0,132.16,0.1152369999999999,0.100123,40.9390266,f,113.82,20.0,20.0,1,94.01,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.01,0.12397108333333334,0.10377791666666665,0.07359316666666667,40.648679099999995,24.41142674,16.29280296,40.772650183333326,24.515204656666665,16.366396126666665,0.12037616666666667,0.10212783333333332,0.07369933333333333,40.7313882,24.48327324,16.359218159999998,40.851764366666664,24.585401073333333,16.43291749333333,0.118238,0.101781,0.074205,41.0622186,24.77066364,16.62488856,41.1804566,24.872444639999998,16.699093559999998,0
12,44e826a55734d0ca5eeafcae0e991a75,foosdfpfkusacimwkcsosbicdxkicaua,324,0,0,2009-07-07,2016-07-07,2015-05-23,2015-07-09,8.32,0,0.0,1.08,0.14317,0.0,44.31137796,f,0.0,18.62,18.62,2,1.27,7,ldkssxwpmemidmecebumciepifcamkci,13.2,0.1474783333333333,0.0,0.0,44.34100546,0.0,0.0,44.48848379333333,0.0,0.0,0.14561716666666666,0.0,0.0,44.41507995999999,0.0,0.0,44.56069712666666,0.0,0.0,0.145047,0.0,0.0,44.44470996,0.0,0.0,44.589756959999995,0.0,0.0,1
13,2d9d0546d83c60ed3d5728d744d65c40,usilxuppasemubllopkaafesmlibmsdf,19593,0,0,2012-07-03,2016-07-03,2013-10-31,2015-07-04,2886.5,0,0.0,17.55,0.143166,0.0,44.31137796,f,0.0,17.45,17.45,1,243.99,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.14725083333333336,0.0,0.0,44.34100536,0.0,0.0,44.48825619333333,0.0,0.0,0.14567666666666668,0.0,0.0,44.41507995999999,0.0,0.0,44.56075662666666,0.0,0.0,0.145047,0.0,0.0,44.44470996,0.0,0.0,44.589756959999995,0.0,0.0,0
14,79d29481ee261caf08387bcef9e4346d,usilxuppasemubllopkaafesmlibmsdf,41814,0,4159,2012-10-10,2016-10-10,2014-06-26,2015-10-11,4107.43,4159,0.0,129.97,0.1165089999999999,0.101397,40.606701,f,412.54,10.16,10.16,1,477.42,3,lxidpiddsbxsbosboudacockeimpuepw,30.45,0.12460291666666663,0.10433591666666668,0.07404433333333334,40.728885,24.437330039999996,16.29155496,40.853487916666666,24.541665956666662,16.365599293333332,0.12113683333333329,0.10282983333333333,0.07431566666666667,40.728885,24.437330039999996,16.29155496,40.85002183333333,24.54015987333333,16.365870626666666,0.119514,0.103059,0.075482,40.728885,24.43733004,16.29155496,40.848399,24.540389039999997,16.36703696,0
15,044d071a5dbc2668cddad4f2b28c91d1,MISSING,37969,0,3407,2005-03-28,2016-03-28,2015-03-09,2015-03-29,3879.98,3407,0.0,130.68,0.114604,0.098262,40.606701,f,330.3,44.64,44.64,1,407.98,11,ldkssxwpmemidmecebumciepifcamkci,33.0,0.12239216666666665,0.10226774999999998,0.07297908333333333,40.68815609999999,24.4128927,16.2752634,40.81054826666666,24.51516045,16.348242483333333,0.11895516666666667,0.10060583333333332,0.073945,40.728885,24.437330039999996,16.29155496,40.847840166666664,24.53793587333333,16.365499959999998,0.117595,0.099911,0.073936,40.728885,24.43733004,16.29155496,40.84648,24.537241039999998,16.36549096,0
16,51a7edcf29ed04830da6b3ee79f9e508,lmkebamcaaclubfxadlmueccxoimlema,20429,0,0,2010-03-12,2016-03-12,2010-03-12,2015-03-13,869.54,0,0.0,120.45,0.120372,0.103487,40.606701,f,0.0,60.39,60.39,1,111.64,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.6,0.12779733333333335,0.10726091666666666,0.07648824999999997,40.68815609999999,24.4128927,16.2752634,40.81595343333333,24.52015361666667,16.35175165,0.12474816666666666,0.10584983333333332,0.07720999999999999,40.728885,24.437330039999996,16.29155496,40.85363316666667,24.54317987333333,16.36876496,0.123388,0.105155,0.077201,40.728885,24.43733004,16.29155496,40.852273,24.54248504,16.368755959999998,0
17,d9260de11c54a215fa7363f603bbeaf6,foosdfpfkusacimwkcsosbicdxkicaua,5957,0,794,2010-06-08,2016-06-08,2010-06-08,2015-06-23,510.87,315,0.0,18.47,0.1457109999999999,0.0,44.31137796,f,46.17,24.4,24.4,1,50.71,6,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.14985533333333334,0.0,0.0,44.35582046,0.0,0.0,44.50567579333333,0.0,0.0,0.14834366666666668,0.0,0.0,44.44470995999999,0.0,0.0,44.59305362666666,0.0,0.0,0.1476,0.0,0.0,44.44470996,0.0,0.0,44.592309959999994,0.0,0.0,0
18,757ea31873662fe77d60e8c4f736a1ec,foosdfpfkusacimwkcsosbicdxkicaua,9141,0,1592,2012-03-01,2016-09-20,2015-09-20,2014-03-03,419.22,523,0.0,16.32,0.142881,0.0,46.30537836,f,74.39,29.5,29.5,1,30.9,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.15563433333333332,0.007123583333333333,0.0,45.75895026,0.0,0.0,45.91458459333333,0.007123583333333333,0.0,0.14161749999999998,0.014247166666666667,0.0,45.66507995999999,0.0,0.0,45.806697459999995,0.014247166666666667,0.0,0.1429375,0.0427415,0.0,45.10581996,0.0,0.0,45.24875746,0.0427415,0.0,0
19,cdcc2c363d5b34232082cee78776e59e,MISSING,5162,0,0,2010-11-18,2016-11-18,2010-11-18,2015-11-21,0.0,0,0.0,0.0,0.0006,0.0,0.0,f,0.0,24.33,24.33,1,80.3,5,lxidpiddsbxsbosboudacockeimpuepw,13.86,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0
20,b96aa3a8655203318c6b853dbdb0ceb7,foosdfpfkusacimwkcsosbicdxkicaua,88178,0,6094,2010-01-15,2016-02-14,2013-09-14,2015-02-16,9070.33,6094,0.0,145.41,0.115744,0.098858,40.606701,f,611.08,32.88,32.88,1,719.37,6,lxidpiddsbxsbosboudacockeimpuepw,33.0,0.12317908333333333,0.10263425,0.07200016666666666,40.7017324,24.421038479999996,16.28069392,40.82491148333333,24.523672729999998,16.352694086666666,0.12010616666666667,0.10120783333333333,0.07256699999999999,40.728885,24.437330039999996,16.29155496,40.848991166666664,24.53853787333333,16.36412196,0.118746,0.100513,0.072558,40.728885,24.43733004,16.29155496,40.847631,24.53784304,16.36411296,1
21,0f7487e3c557be9c77570e11ce572454,foosdfpfkusacimwkcsosbicdxkicaua,31653,0,124,2011-03-05,2016-03-05,2011-03-05,2015-03-06,82.03,124,0.0,129.6,0.120372,0.103487,40.606701,f,12.19,108.9,108.9,1,10.32,5,lxidpiddsbxsbosboudacockeimpuepw,48.0,0.12779733333333335,0.10726091666666666,0.07648824999999997,40.68815609999999,24.4128927,16.2752634,40.81595343333333,24.52015361666667,16.35175165,0.12474816666666666,0.10584983333333332,0.07720999999999999,40.728885,24.437330039999996,16.29155496,40.85363316666667,24.54317987333333,16.36876496,0.123388,0.105155,0.077201,40.728885,24.43733004,16.29155496,40.852273,24.54248504,16.368755959999998,0
22,17e84c1bc19211777dfbb1cca8af94fc,foosdfpfkusacimwkcsosbicdxkicaua,463646,0,40551,2013-06-22,2016-10-09,2013-10-09,2015-10-11,2858.82,0,0.0,117.54,0.1152369999999999,0.100123,40.606701,f,0.0,11.04,11.04,1,372.55,3,lxidpiddsbxsbosboudacockeimpuepw,33.0,0.12213983333333334,0.10208741666666667,0.07192275,40.6066995,24.36401714,16.24267836,40.72883933333333,24.466104556666668,16.314601109999998,0.11902566666666665,0.10105883333333332,0.0726715,40.647428999999995,24.38845404,16.25896896,40.76645466666666,24.489512873333332,16.33164046,0.118238,0.101781,0.074205,40.728885,24.43733004,16.29155496,40.847122999999996,24.539111039999998,16.36575996,0
23,b664719a6cbb1966d9987c3f6ec6d209,foosdfpfkusacimwkcsosbicdxkicaua,10602,0,951,2012-03-13,2016-03-13,2012-03-13,2015-03-16,1122.03,951,0.0,129.61,0.120372,0.103487,40.606701,f,98.66,36.22,36.22,1,137.56,4,lxidpiddsbxsbosboudacockeimpuepw,20.0,0.12779733333333335,0.10726091666666666,0.07648824999999997,40.68815609999999,24.4128927,16.2752634,40.81595343333333,24.52015361666667,16.35175165,0.12474816666666666,0.10584983333333332,0.07720999999999999,40.728885,24.437330039999996,16.29155496,40.85363316666667,24.54317987333333,16.36876496,0.123388,0.105155,0.077201,40.728885,24.43733004,16.29155496,40.852273,24.54248504,16.368755959999998,0
24,a20ef5d293e20e3d9e9f60cf2be3ce63,MISSING,348859,0,53135,2010-12-20,2016-12-20,2010-12-20,2015-12-21,2767.31,2368,0.0,142.63,0.1165089999999999,0.101397,40.606701,f,218.34,4.46,4.46,1,364.43,5,ldkssxwpmemidmecebumciepifcamkci,100.0,0.12589958333333331,0.10542591666666666,0.0751985,40.565971499999996,24.339579139999998,16.22638536,40.69187108333333,24.445005056666666,16.301583859999997,0.12249916666666666,0.10368883333333334,0.075176,40.565973,24.339578040000003,16.22638296,40.688472166666664,24.443266873333336,16.301558959999998,0.121139,0.102994,0.075167,40.565973,24.33957804,16.22638296,40.687112,24.442572039999998,16.30154996,0
25,413f4bf21686876dd0d9a2bf0cc5ba1f,foosdfpfkusacimwkcsosbicdxkicaua,7314,0,1542,2012-05-28,2016-05-28,2012-05-28,2015-05-29,1094.82,1542,0.0,18.32,0.1457109999999999,0.0,44.31137796,f,226.96,27.69,27.69,1,111.5,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.14991325,0.0,0.0,44.370635459999995,0.0,0.0,44.52054870999999,0.0,0.0,0.14834366666666668,0.0,0.0,44.44470995999999,0.0,0.0,44.59305362666666,0.0,0.0,0.1476,0.0,0.0,44.44470996,0.0,0.0,44.592309959999994,0.0,0.0,0
26,3bd97d79feb083b315baa9545c76c84d,foosdfpfkusacimwkcsosbicdxkicaua,1129316,0,79977,2011-12-17,2016-12-17,2011-12-17,2015-12-20,1346.17,1174,0.0,129.24,0.1165089999999999,0.101397,40.606701,f,117.71,2.46,2.46,1,172.91,4,lxidpiddsbxsbosboudacockeimpuepw,19.72,0.12763158333333327,0.10715891666666667,0.0769325,40.565971499999996,24.339579139999998,16.22638536,40.69360308333333,24.446738056666664,16.30331786,0.12423116666666666,0.10542183333333333,0.07690999999999999,40.565973,24.339578040000003,16.22638296,40.69020416666667,24.444999873333337,16.30329296,0.122871,0.104727,0.076901,40.565973,24.33957804,16.22638296,40.688844,24.44430504,16.303283959999998,1
27,ac9b40690cdc78263fecc452bd92c227,MISSING,8647,0,829,2010-01-28,2016-01-28,2010-01-28,2015-01-30,399.54,389,0.0,129.6,0.1169,0.1000149999999999,40.606701,f,37.53,51.96,51.96,1,45.47,6,lxidpiddsbxsbosboudacockeimpuepw,20.785,0.12404141666666667,0.10356983333333332,0.07319325,40.5659712,24.339579360000002,16.22638584,40.690012616666664,24.443149193333337,16.299579089999998,0.12076316666666666,0.10195383333333334,0.073442,40.565973,24.339578040000003,16.22638296,40.68673616666667,24.441531873333336,16.29982496,0.119403,0.101259,0.073433,40.565973,24.33957804,16.22638296,40.685376,24.440837039999998,16.29981596,0
28,4d4a8d5a884e49e2a8f7994b21a3cb18,lmkebamcaaclubfxadlmueccxoimlema,10,0,0,2011-06-09,2016-06-09,2011-06-09,2015-06-21,1.52,0,0.0,6.67,0.1457109999999999,0.0,44.31137796,f,0.0,21.52,21.52,1,0.16,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0.14985533333333334,0.0,0.0,44.355820359999996,0.0,0.0,44.50567569333333,0.0,0.0,0.14834366666666668,0.0,0.0,44.44470995999999,0.0,0.0,44.59305362666666,0.0,0.0,0.1476,0.0,0.0,44.44470996,0.0,0.0,44.592309959999994,0.0,0.0,0
29,327e887296aa77019b4954c6bb0a8cc3,foosdfpfkusacimwkcsosbicdxkicaua,16605,227049,2000,2010-01-12,2016-02-09,2010-01-12,2015-02-11,1694.72,2000,0.0,132.19,0.1169,0.1000149999999999,40.606701,t,200.09,24.72,24.72,2,183.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,0.12433841666666666,0.10379375,0.07316033333333334,40.7017324,24.421038479999996,16.28069392,40.826070816666665,24.524832229999998,16.353854253333335,0.12126616666666666,0.10236783333333332,0.073728,40.728885,24.437330039999996,16.29155496,40.85015116666666,24.539697873333328,16.36528296,0.119906,0.101673,0.073719,40.728885,24.43733004,16.29155496,40.848791,24.53900304,16.36527396,0
30,9cdfb70886ecb55f8a8620af8a99a722,foosdfpfkusacimwkcsosbicdxkicaua,92718,0,7895,2009-09-09,2016-09-09,2009-09-09,2015-09-10,8796.43,7895,0.0,145.77,0.113323,0.096984,40.606701,t,735.06,14.94,14.94,2,848.79,6,lxidpiddsbxsbosboudacockeimpuepw,55.0,0.12252608333333333,0.10216816666666667,0.07240399999999994,40.6066995,24.36401714,16.24267836,40.72922558333333,24.466185306666667,16.315082359999998,0.11864316666666667,0.10006333333333334,0.07247699999999997,40.647428999999995,24.38845404,16.25896896,40.76607216666666,24.488517373333334,16.33144596,0.116318,0.098633,0.072659,40.728885,24.43733004,16.29155496,40.845203,24.53596304,16.36421396,0
31,33e5a46305e282aef856ef00fee02e2c,foosdfpfkusacimwkcsosbicdxkicaua,67923,14693,4898,2012-09-14,2016-02-04,2014-02-04,2015-02-05,6714.09,4898,0.0,147.79,0.112852,0.095965,40.606701,t,469.1,19.92,19.92,2,571.66,3,lxidpiddsbxsbosboudacockeimpuepw,20.0,0.11997791666666663,0.0995045,0.06912700000000001,40.565971499999996,24.339579139999998,16.22638536,40.685949416666666,24.439083639999996,16.29551236,0.1167191666666666,0.09790783333333332,0.069395,40.565973,24.339578040000003,16.22638296,40.68269216666667,24.437485873333337,16.29577796,0.1153589999999999,0.097213,0.069386,40.565973,24.33957804,16.22638296,40.681332,24.43679104,16.29576896,0
32,270835591aad4b5231d23fb7bdcd3bcf,MISSING,6383,0,1116,2010-01-21,2017-01-21,2015-11-16,2016-01-22,958.79,1116,0.0,16.26,0.145541,0.0,44.31137796,f,163.87,34.68,34.68,1,101.81,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0.1502605,0.0,0.0,44.26693036,0.0,0.0,44.417190860000005,0.0,0.0,0.14796133333333333,0.0,0.0,44.26692996,0.0,0.0,44.41489129333333,0.0,0.0,0.146835,0.0,0.0,44.26692996,0.0,0.0,44.41376496,0.0,0.0,0
33,a29ad433a1585b364e5485ec55b6bbc3,MISSING,15803,0,0,2010-01-01,2017-01-01,2010-01-01,2016-01-02,461.63,0,0.0,16.48,0.1458839999999999,0.0,44.31137796,f,0.0,37.56,37.56,1,45.07,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.0,0.14993883333333333,0.0,0.0,44.341005259999996,0.0,0.0,44.490944093333326,0.0,0.0,0.14841666666666667,0.0,0.0,44.41507995999999,0.0,0.0,44.56349662666666,0.0,0.0,0.147773,0.0,0.0,44.44470996,0.0,0.0,44.59248296,0.0,0.0,0
34,6187a71186583ed2457d182b00b632c5,ewpakwlliwisiwduibdlfmalxowmwpci,15150,0,4700,2013-03-16,2016-03-16,2013-03-16,2015-03-17,1637.98,4700,0.0,10.37,0.1640579999999999,0.086163,44.31137796,f,494.42,29.76,29.76,1,134.5,3,lxidpiddsbxsbosboudacockeimpuepw,14.49,0.16847991666666662,0.08649975,0.0,44.40026526,0.0,0.0,44.56874517666667,0.08649975,0.0,0.16682833333333325,0.08679350000000001,0.0,44.44470995999999,0.0,0.0,44.611538293333325,0.08679350000000001,0.0,0.1660569999999999,0.086668,0.0,44.44470996,0.0,0.0,44.61076696,0.086668,0.0,0
35,6ae7e4a3bdf96abb7783b342378ca5fc,MISSING,3251,0,0,2010-09-15,2016-09-15,2010-09-15,2015-09-16,487.33,0,0.0,16.44,0.1457109999999999,0.0,44.31137796,f,0.0,10.08,10.08,1,47.33,5,ldkssxwpmemidmecebumciepifcamkci,10.392,0.14968158333333334,0.0,0.0,44.31137526,0.0,0.0,44.46105684333333,0.0,0.0,0.14799616666666668,0.0,0.0,44.35581996,0.0,0.0,44.50381612666666,0.0,0.0,0.1476,0.0,0.0,44.44470996,0.0,0.0,44.592309959999994,0.0,0.0,0
36,e91f386614c13becdf81cc47fadfa2a2,foosdfpfkusacimwkcsosbicdxkicaua,1750,0,64,2012-03-13,2016-03-13,2012-03-13,2015-03-16,176.01,64,0.0,127.81,0.120372,0.103487,40.606701,f,6.08,37.39,37.39,1,21.87,4,lxidpiddsbxsbosboudacockeimpuepw,16.5,0.12779733333333335,0.10726091666666666,0.07648824999999997,40.68815609999999,24.4128927,16.2752634,40.81595343333333,24.52015361666667,16.35175165,0.12474816666666666,0.10584983333333332,0.07720999999999999,40.728885,24.437330039999996,16.29155496,40.85363316666667,24.54317987333333,16.36876496,0.123388,0.105155,0.077201,40.728885,24.43733004,16.29155496,40.852273,24.54248504,16.368755959999998,0
37,b5159f09fc3592f49048683fb75629da,foosdfpfkusacimwkcsosbicdxkicaua,51774,0,4095,2012-03-10,2016-03-10,2012-03-10,2015-03-11,5282.47,4095,0.0,130.67,0.1186359999999999,0.10175,40.606701,f,406.53,23.66,23.66,1,544.49,4,lxidpiddsbxsbosboudacockeimpuepw,26.4,0.1264915833333333,0.10595441666666666,0.0751825,40.68815609999999,24.4128927,16.2752634,40.81464768333333,24.518847116666667,16.3504459,0.12300716666666665,0.10410783333333334,0.075469,40.728885,24.437330039999996,16.29155496,40.851892166666666,24.54143787333333,16.367023959999997,0.121647,0.103413,0.07546,40.728885,24.43733004,16.29155496,40.850532,24.54074304,16.36701496,0
